name,intro,url,opentype,englishName,definition,explanation,extend
失业恐惧症,"失业恐惧症指一个人恐惧成为失业者，在就业的人员当中失去了自尊和影响力，面临着被同事拒绝的可能性，并且可能要失去自尊和自信。最终，在情感上受到严重打击。
",http://www.baike.com/wiki/%E5%A4%B1%E4%B8%9A%E6%81%90%E6%83%A7%E7%97%87,"心理学 疾病 社会科学 科学 ",,,,
失恋心理,"失恋是爱情的悲剧，对于失恋者来说，是一杯难以下咽的苦酒。大多数失恋者都能理智地看待并接受这一现实， 但是，也有一些人因为把失恋看得太重，并在这种打击下，产生心理变态。失恋的痛苦，需要外界的帮助，但更重要的是提高自己心理承受力，增强心理的适应性，学会自我心理调节，从而达到新的心理平衡。
",http://www.baike.com/wiki/%E5%A4%B1%E6%81%8B%E5%BF%83%E7%90%86,"心理 心理学 社会 社会科学 科学 认知心理学 ",心理学,,,
失能效应,"暴力游戏会导致一种“失能效应”，即如果你在游戏里犯罪了，那么在现实生活中的犯罪欲望就会下降很多。
",http://www.baike.com/wiki/%E5%A4%B1%E8%83%BD%E6%95%88%E5%BA%94,"心理学 心理学术语 ",,,,
失读症,"不能认识和理解书写的或印刷的字词、符号、字母或色彩。是由不能识别视觉信号的语言含义所致。它与大脑优势半球内侧枕额脑回损害有关，并因累及视觉放射可致同侧偏盲。失读症常与失写症一起作为视觉性说示不能的症状。
",http://www.baike.com/wiki/%E5%A4%B1%E8%AF%BB%E7%97%87,"医学 医学名词 多字标准医学名词 应用科学 心理学 心理学名词 心理学术语 疾病 神经科学 科学 药物 语言学 ",,,,
失音症,"功能性失声病亦称癔病性失声症或精神性失声症，是癔病的一种表现。本病较多见于女性，大部分病人与精神过度紧张或情绪剧烈波动有关。如发怒、激动、恐怖、忧虑、悲伤等；少数病人发生于睡眠后醒转时或患重病之后；也可见于月经失调者。
",http://www.baike.com/wiki/%E5%A4%B1%E9%9F%B3%E7%97%87,"医学术语 多字标准医学名词 心理学 心理学名词 心理学术语 神经科学 ",,,,
奖惩效应,"奖励和惩罚是对学生行为的外部强化或弱化的手段，它通过影响学生的自身评价，能对学生的心理产生重大影响，由奖惩所带来的行为的强化或弱化就叫做奖惩效应。
",http://www.baike.com/wiki/%E5%A5%96%E6%83%A9%E6%95%88%E5%BA%94,"心理学 ",,,,
奢侈心理学,"奢侈心理学是指当人们面对自己突然增加的财富时，他们毫不犹豫地选择“富贵的标志”———奢侈品[超出人们生存发展需要范围的消费品]来表明自己新的经济和社会地位，这是一种非常自然的心理需求。
",http://www.baike.com/wiki/%E5%A5%A2%E4%BE%88%E5%BF%83%E7%90%86%E5%AD%A6,"hot IN词 心理学 消费 社会 经济 心理现象 ",,,,
奥万博人,"　　奥万博人（Ovambo），西南非洲民族。主要居住在纳米比亚北部和安哥拉南部。属尼格罗人种班图类型。使用奥万博语，属尼日尔—科尔多凡语系西南班图语群。多信原始宗教，现有许多人改信基督教。主要从事农业，也饲养牛、羊。很早就学会冶铁和冶铜。能够制造铁制农具、短剑和铁头标枪。基本社会组织是父权制大家族。各部落彼此独立，由各自的酋长管理。以农业为主，兼事捕鱼。第二次世界大战后，奥万博人为结束南非白人政权的统治，曾进行不屈不挠的斗争。
",http://zy.zwbk.org/index.php?title=%E5%A5%A5%E4%B8%87%E5%8D%9A%E4%BA%BA,,,,,
奥地利人,"　　奥地利人（Austrian），奥地利的主体民族。另有部分散居在意大利、美国、瑞士、英国等国。属欧罗巴人种，大多为阿尔卑斯类型。国语为德语，口语有多种方言。奥地利人多为天主教徒，少数为基督教徒中的加尔文派。奥地利人主要由属于日耳曼部落群的阿勒曼尼人、巴伐利亚人、法兰克人结合而成，并吸收有斯拉夫人以及罗马化的土著居民的成分。他们虽与德意志人在族源和语言上有不少近似的地方，但具有自己独特的民族形成过程。奥地利人有悠久的民族文化。17～18世纪，奥地利的巴洛克式建筑闻名于欧洲。F.J.海顿、W.A.莫扎特、F.P.舒伯特、J.施特劳斯等作曲家的出现，使奥地利的音乐驰名于世界。奥地利工农业都较发达。畜牧业以养牛、猪为主。农作物有马铃薯、甜菜、小麦、玉米等。
",http://zy.zwbk.org/index.php?title=%E5%A5%A5%E5%9C%B0%E5%88%A9%E4%BA%BA,,,,,
奥塞梯人,"　　奥塞梯人（Ossetians），俄罗斯少数民族。自称伊龙人。主要分布在北奥塞梯自治共和国和南奥塞梯自治州及卡巴尔达-巴尔卡尔自治共和国，部分分布在格鲁吉亚。属欧罗巴人种高加索类型，使用奥塞梯语，分伊龙和季戈龙两种方言，属印欧语系伊朗语族。原有用基里尔字母的文字，1923年改用拉丁字母。1938年起，北奥塞梯用斯拉夫字母，南奥塞梯用格鲁吉亚字母。1954年通用斯拉夫字母。信东正教，部分信伊斯兰教。居住在平原地区的奥塞梯人主要从事农业，居住在山区的从事畜牧业。擅长木刻、石刻、金属加工等手工艺，制品远销国外。奥塞梯人的社会生活和许多文化遗址明显地反映出母系氏族的残余。
",http://zy.zwbk.org/index.php?title=%E5%A5%A5%E5%A1%9E%E6%A2%AF%E4%BA%BA,,,,,
奥尔斯特人,"　　奥尔斯特人（Olsters），英国少数民族。由英格兰殖民者、苏格兰殖民者与土著爱尔兰人混血形成。自称英格兰爱尔兰人和苏格兰爱尔兰人。使用英语，信基督教，多从事农业。
",http://zy.zwbk.org/index.php?title=%E5%A5%A5%E5%B0%94%E6%96%AF%E7%89%B9%E4%BA%BA,,,,,
奥文本杜人,"　　奥文本杜人（Ovimbundu），西南非洲安哥拉民族。又称姆本杜人、翁本杜人、宾本杜人。主要分布在安哥拉西南部本格拉高原。属尼格罗人种班图类型。使用奥文本杜语，属尼日尔—科尔多凡语系西班图语群。多保持传统万物有灵信仰，部分人信奉基督教。主要经营象牙、蜂蜡、橡胶和奴隶买卖。中世纪时，奥文本杜人及其所属各族曾在安哥拉中、南部建立过22个大大小小的王国，但始终没有统一。1890～1902年间，大多数王国被葡萄牙殖民者征服。奥文本杜人对殖民主义统治进行了长期的斗争。他们和国内其他民族一起于1975年获得独立。
",http://zy.zwbk.org/index.php?title=%E5%A5%A5%E6%96%87%E6%9C%AC%E6%9D%9C%E4%BA%BA,,,,,
奥里亚人,"　　奥里亚人（Oriyas），南亚印度民族。又称乌里亚人。主要分布在印度奥里萨邦。属欧罗巴人种地中海类型。使用奥里亚语，属印欧语系印度语族，与孟加拉语相近，并受泰卢固语和马拉地语影响。有近似孟加拉文和梵文天城体字母的圆形体文字。主要信仰印度教，属毗湿奴派；少数信仰基督教。分婆罗门、坎代德、戈拉腊、拉柬尼耶和首陀罗5个种姓。种姓制度不严，种姓地位可升可降。实行种姓内婚。包办婚姻普遍。无子女的妇女倍受歧视。高等种姓寡妇不得再嫁，必须遵守众多禁忌。人死后行火葬。奥里亚人大多从事农业，以种水稻为主，亦栽培椰子和制做蒟酱。擅长首饰加工和石刻工艺。一般穿无领上衫，缠一围裤，披一布巾。
",http://zy.zwbk.org/index.php?title=%E5%A5%A5%E9%87%8C%E4%BA%9A%E4%BA%BA,,,,,
女人要懂的衣橱心理学,"《女人要懂的衣橱心理学》根据女人的衣橱里所放置的衣物判断女性的心理特质的一种心理学分析理论。
",http://www.baike.com/wiki/%E5%A5%B3%E4%BA%BA%E8%A6%81%E6%87%82%E7%9A%84%E8%A1%A3%E6%A9%B1%E5%BF%83%E7%90%86%E5%AD%A6,"出版物 心理学 时尚 心理分析 ",,,,
女性心理需求,"女性生理需求是基于女性心理特征而特有的心理满足情绪，因为女性的心理活动相对于男性更感性，所表现的情感更丰富，所以女性生理需求更明显，主要表现在爱情、事业和自己的外表赞誉上。女性心理特征最突出的表现是比男性富于感情。这是因为女性的神经系统具有较大的兴奋性，对任何刺激反应都比较敏感，无论是愉快的，或是厌烦的，都会通过表情和姿态表达出来，如脸红、哭、笑、发怒、喊叫等等。女性比男性忠实、谨慎，学习成绩也比较好。女性精神成熟较早，但以后发展较慢。
",http://www.baike.com/wiki/%E5%A5%B3%E6%80%A7%E5%BF%83%E7%90%86%E9%9C%80%E6%B1%82,"健康科学 心理咨询 心理学 社会科学 科学 ",,,,
好奇心理,"在一个信息爆炸的年代，一个人要敢于不知道。但是，这并不等于好奇心的没必要，相反，对于自己投身的领域，要有足够的好奇心。牛顿为什么能够从苹果落地发现万有引力定律?是他那份对科学的好奇心，心理学家和教育家要对人的差异有足够的好奇心，文学家要对人的内心的隐秘有足够的好奇心，经济学家[拥有原创的经济学基础理论的经济学人]要对消费现象有足够的好奇心，足够的敏感、好奇和追根究底恰恰是科学和艺术发展的关键性动力。
",http://www.baike.com/wiki/%E5%A5%BD%E5%A5%87%E5%BF%83%E7%90%86,"心理学 ",,,,
娱乐疗法,"娱乐疗法（Ｒecreationaltherapy）是指通过各种娱乐活动（如听音乐、学歌咏、看电影、看电视、看戏剧表演、跳舞、游戏、下棋、游园等），来陶冶性情、增进身心健康的一种心理治疗方法。
",http://www.baike.com/wiki/%E5%A8%B1%E4%B9%90%E7%96%97%E6%B3%95,"健康 医学 心理学 生活 ",,,,
婚内空巢综合症,"婚内空巢综合征已经成为所有性问题中最常见的一种，这类患者极少有自发的性要求。引起婚内空巢综合征的病因主要在于：抑郁、精神压力、地位困扰、快节奏生活、工作劳苦甚至性激素分泌不足等生理疾病，最终引起性欲抑制。对于婚内空巢综合征，可通过直接的婚姻辅导来改善状况。
",http://www.baike.com/wiki/%E5%A9%9A%E5%86%85%E7%A9%BA%E5%B7%A2%E7%BB%BC%E5%90%88%E7%97%87,"家庭 心理学 疾病 社会科学 科学 ",,,,
婚前性格测试,"婚前性格测试又称为“性格婚检”，是一种针对婚恋状态中的男女的一项性格测试。但婚姻包含很多因素，婚前性格测试只能作为参考因素。
",http://www.baike.com/wiki/%E5%A9%9A%E5%89%8D%E6%80%A7%E6%A0%BC%E6%B5%8B%E8%AF%95,"HOT 健康 心理学 生活 ",,,,
婚后沉默症,"婚后沉默症，是指已婚男女一改热恋时的亲密与热烈，婚后对情感的表达往往显得忸怩，甚至无话可说。
",http://www.baike.com/wiki/%E5%A9%9A%E5%90%8E%E6%B2%89%E9%BB%98%E7%97%87,"2011年10月IN词 健康 医学 卫生保健 婚姻 心理 心理学 心理疾病 疾病 社会科学 科学 ",,,,
婚姻治疗,"婚姻治疗（Maritalrherapy）又称夫妻疗法，是本世纪60年代以来才发展起来的一类心理治疗类别，除采用各种家庭治疗的理论和技术外，重点发现和解决夫妻之间相互作用的问题，以促进良好的配偶关系为目标。
",http://www.baike.com/wiki/%E5%A9%9A%E5%A7%BB%E6%B2%BB%E7%96%97,"健康 医学 婚姻 心理学 心理学名词 生活 ",,,,
嫉妒心理,"嫉妒是指人们为竞争一定的权益，对相应的幸运者或潜在的幸运者怀有的一种冷漠、贬低、排斥、甚至是敌视的心理状态。积极作用一是从本能上保护自己应有的权益，二是嫉妒通过民主的形式可以使位高权重者行为受到监督，从而遏止他们的越权行为。消极作用是内潜着对他人幸福的破坏倾向，是人性的弱点之一。
",http://www.baike.com/wiki/%E5%AB%89%E5%A6%92%E5%BF%83%E7%90%86,"心理 心理学 教育 道德 ",,,,
孔雀心态,"孔雀心态，或称孔雀心理，是一种争胜的心态，一种攀比的心态。而这种心态因争强好胜常给自身带来麻烦。
",http://www.baike.com/wiki/%E5%AD%94%E9%9B%80%E5%BF%83%E6%80%81,"IN词 心理学 社会现象 心态 ",,,,
孕妇效应,"孕妇效应意即偶然因素随着自己的关注而让你觉得是个普遍现象，就是当人怀孕了就更容易发现孕妇，你开了奔驰就更容易看到奔驰，你拎个LV就发现满大街都是LV。世界其实挺美好的，看人把内心投射在哪里，而要投射前，先让自己的内心美好起来。相由心生，境由心造。
",http://www.baike.com/wiki/%E5%AD%95%E5%A6%87%E6%95%88%E5%BA%94,"hot IN词 心理学 社会现象 ","Maternal effect",,,
孙跃清,"孙跃清，1951年生，山东淄博人。国家特一级教授。曾任北京同仁第一任专家，美国独资格里集团科尔曼集团内科专家团成员。
",http://www.baike.com/wiki/%E5%AD%99%E8%B7%83%E6%B8%85,"心理学 失眠抑郁 ",,,,
季锴源,"季锴源 管理心理学专家。长期致力于心理学在组织行为、领导特质、决策判断、人本管理与消费心理等诸多领域上的理论研究和实践应用。原中兴通讯管理咨询机构的创始人、总经理，现任北京师范大学珠海分校应用心理学研究中心常务副主任，副教授研究员。先后获得工商管理硕士和心理学硕士学位，以及澳门城市大学心理学博士。
",http://www.baike.com/wiki/%E5%AD%A3%E9%94%B4%E6%BA%90,"心理学 社会科学 科学 管理 季锴源 管理心理学 ",,,,
孤独传染,"心理学家通过对大量人群的长期研究发现：孤独感会像感冒一样传染给其他人，邻里之间最具传染性，女性之间比男性之间更容易传染。这项新的研究结果提醒人们：保持社会交往可能与你经常洗手预防疾病入侵一样重要。
",http://www.baike.com/wiki/%E5%AD%A4%E7%8B%AC%E4%BC%A0%E6%9F%93,"心理学 理论 生命科学 社会科学 科学 ",,,,
学习定势,"学习定势泛指一类课题的练习为类似课题的学习或问题的解决所形成的心理准备状态。其中包括注意的集中和认知系统的定向。L.B.沃德 1937 年发现， 大学生被试在记忆数列难度相等的无意义音节时，前面的练习促进了后面的练习。对这一现象作详细研究的是美国心理学家哈洛。他用猴子作辨别实验， 辨别课题难度相同，发现猴子在预备辨别训练期，其进步呈连续的渐进倾向，但经充分训练后，其学习进步呈不连续的突然顿悟的倾向。
",http://www.baike.com/wiki/%E5%AD%A6%E4%B9%A0%E5%AE%9A%E5%8A%BF,"心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ",,,,
学习律,"学习律（law of learning）是指有机体学习规律。有如下几条：（1）接近律。在时间或空间上一起出现的事物容易建立联想和学习，刺激和反应的接近是学习的必要条件。（2）效果律。桑代克通过问题箱和迷津对动物学习的研究发现，如对动物的正确反应予以食物强化，就能加强该种刺激与反应的结合，使刺激与反应之间形成直接联系，强化是对这种联系给予奖励。
",http://www.baike.com/wiki/%E5%AD%A6%E4%B9%A0%E5%BE%8B,"心理学 心理学术语 神经科学 ",,,,
学习方式,"学习方式（learnlng style）是指个体在进行学习活动时所表现出的具有偏好性的行为方式与行为特征。反映个体学习活动中的个体差异。与个体的性格及学习习惯有关。有多种不同类型，主要有：（1）沉思型与冲动型。前者在思考之后做出反应；后者则凭直觉立即做出反应，易出错。（2）场独立型与场依存型。前者较少受外界刺激干扰，独立学习；后者易受外界因素干扰，难以独立学习．具有依赖倾向。（3）平稳型与敏锐型。前者习惯于以常规方式学习、思考问题，长于守成，短于创新；后者倾向于做新的尝试，思想灵活，反应敏锐。（4）冒险型与谨慎型。前者喜欢新奇，敢于冒险，力求成功倾向占优势；后者则是避免失败倾向占优势。（5）认知繁化型与认知简化型。前者倾向于全面、细致考察事物，力求面面俱到，但不易抓住重点；后者倾向于以点概面，易受表面因素影响，不易触及问题深处。
",http://www.baike.com/wiki/%E5%AD%A6%E4%B9%A0%E6%96%B9%E5%BC%8F,"心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ","study method",,,
学习曲线,"学习曲线的定义为"在一定时间内获得的技能或知识的速率"，又称练习曲线（practice curves）。
人们为了知道学习进程中的现象和进步的快慢的详情，作为以后努力的指针，应用统计图的方法作一条线，把它表示出来。它源于“二战”时期的飞机工业，当产量上升时，生产每架飞机的劳动时间会极大地下降。随后的研究表明，在许多行业都存在这种现象。学习曲线体现了熟能生巧。
",http://www.baike.com/wiki/%E5%AD%A6%E4%B9%A0%E6%9B%B2%E7%BA%BF,,,,,
学习理论,"学习理论简称“学习论”。说明人和动物学习的性质、过程和影响学习的因素的各种学说。心理学家从不同的观点，采用不同的方法，根据不同的实验资料，提出了许多学习的理论。一般分为两大理论体系：刺激-反应（S-R）理论和认知理论。刺激-反应理论又称联想主义（或行为主义），是继承英国联想心理学派的一种理论体系，哲学上受洛克的经验论的影响。这派理论一般把学习看作刺激与反应之间联结的建立或习惯的形成，认为学习是自发的“尝试与错误”（简称试误）的过程。
",http://www.baike.com/wiki/%E5%AD%A6%E4%B9%A0%E7%90%86%E8%AE%BA,"心理学 心理学名词 心理学术语 社会科学 神经科学 科学 计算机术语 计算机科学技术名词 计算机编程 ",,心理学理论,,
学习类型,"学习类型是有关学习活动的心理学分类。主要有：(1)根据学习活动由简到繁的不同，可分为信号学习、刺激一反应学习、连锁学习、语言的联合、多样辨别学习、概念学习、原理学习、解决问题学习八种类型。(2)根据学习方式不同，可分为接受学习和发现学习、机械学习、意义学习等类型。(3)根据学习的内容与结果不同，可分为知识学习、技能学习、心智学习、道德品质和行为习惯学习等类型。
",http://www.baike.com/wiki/%E5%AD%A6%E4%B9%A0%E7%B1%BB%E5%9E%8B,"心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ",,,,
学习迁移,"学习迁移是指一种学习对另一种学习的影响，或习得的经验对完成其他活动的影响。迁移广泛存在于各种知识、技能与社会规范的学习中。由于学习活动总是建立在已有的知识经验之上的，这种利用已有的知识经验不断地获得新知识和技能的过程，可以认为是广义的学习迁移; 而新知识技能的获得也不断地使已有的知识经验得到扩充和丰富，这就是我们常说的“举一反三”、“触类旁通”，这个过程也属于广义的学习迁移。教育心理学所研究的学习迁移是狭义的迁移，特指前一种学习对后一种学习的影响或者后一种学习对前一种学习的影响。20 世纪以来教育心理学家关于学习迁移的研究，就是通过设计两种学习情境，看一种学习对另一种学习的影响。
",http://www.baike.com/wiki/%E5%AD%A6%E4%B9%A0%E8%BF%81%E7%A7%BB,"心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ","transfer of learning",一种学习对另一种学习的影响,,
学习过程,"学习过程：指学生在教学情境中通过与教师、同学以及教学信息的相互作用获得知识、技能和态度的过程。
",http://www.baike.com/wiki/%E5%AD%A6%E4%B9%A0%E8%BF%87%E7%A8%8B,"心理学 心理学名词 心理学术语 神经科学 ",,,,
学习障碍,"LD(learning disabilities)是西欧国家习惯的省略用语。历史上对LD曾有过多种定义。LD自1963年作为一个新名词问世以来，至今已经有40年的历史。到目前为止，可查阅到的与学习障碍有关的术语及其定义已达90种以上。
",http://www.baike.com/wiki/%E5%AD%A6%E4%B9%A0%E9%9A%9C%E7%A2%8D,"心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ",,,,
学科心理学,"学科心理学（psychology of school subject）是教育心理学分支学科。研究学科教学中学生学习过程的心理特点和掌握知识、形成技能的心理规律，并探讨学科教学与学生心理发展的相互关系。有关个别学科的教学心理学研究，首见于1895年杜威和麦克莱伦合著的《心理及其在算术教学中的应用》一书。继而，旷茨的《阅读心理学中的问题》（1897）、迪尔博恩的《阅读心理学》（1906）和休依的《阅读心理与阅读教学法》（1908）相继问世。
",http://www.baike.com/wiki/%E5%AD%A6%E7%A7%91%E5%BF%83%E7%90%86%E5%AD%A6,"心理学 心理学术语 神经科学 ",,,,
学者症候群,"学者症候群（Savant-Syndrome）是指有认知障碍，但在某一方面，如对某种艺术或学术，却有超乎常人的能力的人。自闭患者中有10%是学者症候群（故称自闭学者，Autistic savant），大脑损伤患者中则约1/2000的机率是。（50% 自闭症患者， 50%大脑损伤患者）。他们的IQ大部分低于70，但在一些特殊测试中却远胜于常人，故俗称为白痴天才（Idiot Savant）。他们的天赋有多种不同的形式，有演奏乐器、绘画、记忆、计算及日历运算能力。美国电影《雨人[美国1988年达斯汀、霍夫曼主演剧情片]》中的“雨人”就是一个典型的学者症候群，他对数字的计算能力和记忆力非常惊人。
",http://www.baike.com/wiki/%E5%AD%A6%E8%80%85%E7%97%87%E5%80%99%E7%BE%A4,"心理学 症候群 社会科学 科学 自闭症 特殊人群 ",Savant-Syndrome,,,
守恒,,http://www.baike.com/wiki/%E5%AE%88%E6%81%92,,,,,
完全图解荣格心理学,"《完全图解荣格心理学》是2008年7月1日南海出版公司出版的图书，作者是荣格。
",http://www.baike.com/wiki/%E5%AE%8C%E5%85%A8%E5%9B%BE%E8%A7%A3%E8%8D%A3%E6%A0%BC%E5%BF%83%E7%90%86%E5%AD%A6,"心理学 图解 完全 ",,,,
完成行为,"行为表现于满足欲望方面，而把构成这种行为的对象称诱因或目标。 行为是由探求目标的欲望行为和满足欲望并结束欲望的行为组成。 一如饥饿的老鼠在迷宫目标箱中找到食物并放入口中而吃掉，这种使欲望得到满足的最终行为便称为作完成行为。
",http://www.baike.com/wiki/%E5%AE%8C%E6%88%90%E8%A1%8C%E4%B8%BA,"心理学 心理学术语 神经科学 ",,,,
完美主义综合症,"完美主义综合症（有人称之为完美主义强迫症，但是强迫症[神经精神疾病]是另一种区别明显的典型症状，完美主义和强迫症没有分类学或等价关系，故称之为完美主义强迫症是混淆的）一些为了追求完美，内心难免，从而表现出完美主义综合症。因为过度的追求完美，便会让人出现内心焦急、烦躁等症状。这样不仅降低了工作效率，还可能导致患者人际关系和自身身心的受损。
",http://www.baike.com/wiki/%E5%AE%8C%E7%BE%8E%E4%B8%BB%E4%B9%89%E7%BB%BC%E5%90%88%E7%97%87,"IN词 心理学 疾病 心理问题 ",,,,
宗教心理学,"宗教心理学是研究宗教信仰的心理活动特点和规律的一个应用社会心理学领域。它是介于心理学、宗教学和社会学之间的一门边缘学科。涉及宗教心理学研究的理论大致有投射理论、惧怕死亡理论和认知需要理论等。精神分析的投射理论是 宗教心理学关于宗教起源的传统理论之一。认为信仰的上帝（或神）是一种祖先表象的投射。
",http://www.baike.com/wiki/%E5%AE%97%E6%95%99%E5%BF%83%E7%90%86%E5%AD%A6,"信仰 学科 宗教学 应用心理学 心理 心理学 教育 术语 社会科学 科学 ",,,,
官场讳饰学,"“官场讳饰学”是指官员通过掩盖事实真相或者淡化事件性质的一种语言学问。“官场讳饰学”被官员广泛应用于公共场合，尤其在和媒体打交道时更是随处可见。
",http://www.baike.com/wiki/%E5%AE%98%E5%9C%BA%E8%AE%B3%E9%A5%B0%E5%AD%A6,"心理学 社会 社会现象 职业 ",,,,
定势效应,"定势效应是指有准备的心理状态能影响后继活动的趋向、程度以及方式。随着定势理论的发展，我们不仅可以用定势这个概念来解释人们在感觉、知觉、记忆、思维等方面的倾向，也可用这一概念解释人们在社会态度方面的倾向。仪表、相貌的定势效应主要表现为刻板效应和晕轮效应。
",http://www.baike.com/wiki/%E5%AE%9A%E5%8A%BF%E6%95%88%E5%BA%94,"心理 心理学 心理学效应 效应 生活 社会 ",,有准备的心理状态能影响后继活动的趋向,,
定势理论,"定势理论是前苏联定势心理学学派的一种基本理论，是由苏联格鲁吉亚心理学派的奠基人乌兹纳捷在本世纪20年代末提出的。定势是指有机体的一种暂时状态。苏联格鲁吉亚学派的一种心理学核心理论。定势是对一定活动的准备。早在19世纪末和20世纪初，德国学者G.E.缪勒和F.舒曼、H.J.瓦特、K.马尔比等就提出各种对定势的解释。此后直到现在的长时期内，许多人认为定势是一种预备状态，是先前的活动倾向对后来的活动的影响，体现出心理活动的选择性。
",http://www.baike.com/wiki/%E5%AE%9A%E5%8A%BF%E7%90%86%E8%AE%BA,"心理学 心理学名词 心理学术语 社会科学 神经学 神经科学 神经科学与心理学 科学 ",,,,
定向力,"定向力（orietation）指一个人对时间、地点、人物以及自身状态的认识能力。前者称为对周围环境的定向力，后者称为自我定向力。
",http://www.baike.com/wiki/%E5%AE%9A%E5%90%91%E5%8A%9B,"医学名词 医学术语 应用科学 心理学 心理学名词 心理学术语 神经学 神经科 神经科学 神经科学与心理学 科学 ",,,,
定向思维,"定向思维就是进步、包容与并存的思维；不是呆板的、老祖宗规定的思维。也是百家推举的老子天下第一的辩证逻辑的思维，即客观存在的现象或程序进行的思维。
",http://www.baike.com/wiki/%E5%AE%9A%E5%90%91%E6%80%9D%E7%BB%B4,"心理学 思维 社会科学 神经科学与心理学 科学 逻辑 ",,,,
实体镜,"一种用平面镜或棱镜、木架、遮挡板等把左眼和右眼的视线分开，使左眼只看见左图，右眼只看见右图，从而形成立体视觉图的器具。实体镜中的两张图片是根据双眼视差原理制成的，内容虽然一样，但略有偏斜，将其放入实体镜上观察，即能看到立体图像。
",http://www.baike.com/wiki/%E5%AE%9E%E4%BD%93%E9%95%9C,"心理学 心理学名词 心理学术语 有机化合物 社会科学 神经科学 科学 ",stereoscope,,,
实验心理学,"《实验心理学》是心理学专业最重要的基础课之一，对学生心理学研究思想的形成及后继课程的学习都具有十分重要的意义。
课程的教学和学习分为理论课与实验课两个部分，一般每周两个课时，理论、实验相辅相成，同步教学。实验心理学是以科学的实验方法研究人的心理现象和行为规律的学科，是心理学教学和科研不可缺少的学科。
",http://www.baike.com/wiki/%E5%AE%9E%E9%AA%8C%E5%BF%83%E7%90%86%E5%AD%A6,,,,,
实验组,"实验组(experimental group) 是指随机选择的实验对象的子集。实验组中的个体要接受对照组所没有的某种特殊待遇。几乎所有设计较好的实验(有时也包括观测研究) 都有一个对照组和一个或多个实验组。
",http://www.baike.com/wiki/%E5%AE%9E%E9%AA%8C%E7%BB%84,"化学 心理学 心理学名词 心理学术语 神经科学 自然辩证法名词 ",,,,
实验者期望效应,"实验者期望效应--即研究者对被者的偏见可能使数据失去客观性，就是带有主观的看问题，可能只看的到你希望看到的，而对其他的视而不见。
",http://www.baike.com/wiki/%E5%AE%9E%E9%AA%8C%E8%80%85%E6%9C%9F%E6%9C%9B%E6%95%88%E5%BA%94,"心理学 ",,,,
实验设计,"《实验设计》是清华大学出版社2005-2-1出版的图书。
",http://www.baike.com/wiki/%E5%AE%9E%E9%AA%8C%E8%AE%BE%E8%AE%A1,,,,,
宠物心理学,"人们喜好不同，养的宠物自然相差悬殊，从心理学的角度看，人们喜爱的玩偶和喜欢的宠物，可以能大概看出他们的性格。 很多人都会以对待孩子的方式对待他们的宠物，而没有认识到宠物不是人，我们应该以动物的方式理解它们。但它们和人一样，有着丰富的情感世界.和它们有效的沟通，“说服”它们，而不是"管教"它们。此时你就需要了解一点宠物心理学。
",http://www.baike.com/wiki/%E5%AE%A0%E7%89%A9%E5%BF%83%E7%90%86%E5%AD%A6,"名称 心理学 ",,,,
审丑疲劳,"“审丑疲劳”是套用“审美疲劳”生造出的一个词儿，如今渐渐流行，表达的意思是，人们对现实社会生活中存在的丑恶现象越来越麻木淡漠，甚至美丑颠倒，以丑为荣。“审丑疲劳”实际上是”审美疲劳”的倒影。
",http://www.baike.com/wiki/%E5%AE%A1%E4%B8%91%E7%96%B2%E5%8A%B3,"心理学 社会现象 社会科学 社会问题 科学 ",,,,
审判心理学,"审判心理学（forensic psychology）是指法律心理学分支学科。广义包括刑事审判心理学和民事审判心理学。狭义指刑事审判心理学。通常用狭义。在英、美等国，亦有‘法庭心理学”的别称，但其研究对象仅限于法庭审理过程中的心理学问题。刑事审判心理学主要研究刑事审判活动中有关人员的心理和行为对案件审理的影响。目的是帮助审判人员正确进行法庭指挥，为作出符合事实与法律的判决提供心理学依据。
",http://www.baike.com/wiki/%E5%AE%A1%E5%88%A4%E5%BF%83%E7%90%86%E5%AD%A6,"心理学 心理学术语 神经科学 ",,,,
审美心理,"是一种审美心理学概念，指的是人的一种特殊的行为心理，即人在实施审美过程中可能产生的心理状态。
",http://www.baike.com/wiki/%E5%AE%A1%E7%BE%8E%E5%BF%83%E7%90%86,"审美 心理学 社会科学 科学 美学 审美心理学 ",,,,
审美心理学,"审美心理学是研究和阐释人类在审美过程中心理活动规律的心理学分支。所谓审美主要是指美感的产生和体验，而心理活动则指人的知、情、意。因此审美心理学也可以说是一门研究和阐释人们美感的产生和体验中的知、情、意的活动过程，以及个性倾向规律的学科。
",http://www.baike.com/wiki/%E5%AE%A1%E7%BE%8E%E5%BF%83%E7%90%86%E5%AD%A6,,,,,
