name,intro,url,opentype,englishName,definition,explanation,extend
南风效应,南风效应(South Wind Law)也叫做“南风法则[“温暖“法则]“或“温暖法则“，它来源于法国作家拉·封丹写的这则寓言。它告诉我们:温暖胜于严寒。运用到管理实践中，南风法则要求管理者要尊重和关心下属，时刻以下属为本，多点人情味“，多注意解决下属日常生活中的实际困难，使下属真正感受到管理者给予的温暖。这样，下属出于感激就会更加努力积极地为企业工作，维护企业利益。,,,,,,
",http:////www.baike.com//wiki//%E5%8D%97%E9%A3%8E%E6%95%88%E5%BA%94,天气 家庭教育 心理学 心理学效应 效应 社会科学 科学 “", Wind Effect,,,,,,
危害性人类行为,"危害性人类行为引是与大多数动物相比，我们人类从事的大量行为对于我们种族和我们自身来说是有害的。我们撒谎、欺骗以及偷窃，在我们自己的身体上刻上些装饰品、高度紧张并且自杀，同时当然也杀害他人。科学在解释为什么一种理智的物种如此的恶毒、自我伤害并且危害他人时提供了更多的见解。
",http:////www.baike.com//wiki//%E5%8D%B1%E5%AE%B3%E6%80%A7%E4%BA%BA%E7%B1%BB%E8%A1%8C%E4%B8%BA,人类学 心理学 社会科学 科学 行为 ,,,,
压力小狗,"压力小狗（stress puppy）指的是因为压力而成长，但是又因承受不了压力终日抱怨，像小狗一样呜呜叫的人。
",http:////www.baike.com//wiki//%E5%8E%8B%E5%8A%9B%E5%B0%8F%E7%8B%97,HOT IN词 心理 心理学 生活 社会现象 ,,,,
压弹,"压弹是指个人面对生活逆境、创伤、悲剧、威胁以及其他生活重大压力的良好适应，也是个人面对生活压力和挫折的反弹能力。压弹是国际心理学界倡导的一个新理念，它强调了良好的社会适应，对人体健康的重要性。
",http:////www.baike.com//wiki//%E5%8E%8B%E5%BC%B9,健康 心理学 生活 ,,,,
压抑,"压抑是一个汉语词语，读音为yā yì，意为情绪、感情低落、精神压抑的精神状态。出自唐·李商隐 《唐容州经略使元结文集后序》。
",http:////www.baike.com//wiki//%E5%8E%8B%E6%8A%91,,,,,
压觉,"压觉是较强机械刺激导致皮肤（或口腔黏膜）和深部组织变形所引起的感觉。触觉和压觉性质类似，只是机械刺激强度不同而已，统称为触-压觉。
",http:////www.baike.com//wiki//%E5%8E%8B%E8%A7%89,心理学 心理学术语 生物化学品 神经科学 ,,,,
厌班症,"一些工作[汉语词语]单位的职场新人在毕业[汉语词语]一两年后仍未从心理上真正“毕业“，他们怀念大学时代的美好生活，认为自己怀才不遇，对职业前景焦躁不安，专家指出，面对从学生到“社会人“的角色转换，职场新人应积极调整心态，摆脱“厌班症“。
",http:////www.baike.com//wiki//%E5%8E%8C%E7%8F%AD%E7%97%87,HOT 工作 心理 心理学 热词 社会科学 科学 ,,,,
厌职情绪,"是指长时间工作后对同一种工作产生的厌倦情绪，感觉工作如同橡皮鸡肋，不仅毫无趣味可言，而且绝对挑战人体疲劳极限，每天8个小时处于紧张、厌倦的情绪中，又无可奈何，精神处在“被强暴“的状态。
",http:////www.baike.com//wiki//%E5%8E%8C%E8%81%8C%E6%83%85%E7%BB%AA,IN词 心理学 社会现象 社会问题 职业 ,,,,
友善基因,"加拿大和美国研究人员发现，基因影响人的社会特征，携带某个基因变体的人显得更友善。陌生人能在20秒内感受到对方是否携带这种“友善基因“。
",http:////www.baike.com//wiki//%E5%8F%8B%E5%96%84%E5%9F%BA%E5%9B%A0,IN词 心理学 社会现象 科学 ,,,,
友善病,"“老好人“是指对别人总是有求必应，哪怕自己力有不逮或因此受苦也不会拒绝的人。心理专家认为，虽然为人友善并没有错，但在能力不够或自己繁忙时懂得拒绝才算正常。难以对他人说“不“的人可能在友善之下掩盖了一系列的心理和精神问题，比如，他们可能天生自卑或孤僻；也可能家教过严，从小就不敢顶嘴或辩解，专家称此为“友善病“。
",http:////www.baike.com//wiki//%E5%8F%8B%E5%96%84%E7%97%85,2011年8月IN词 人际关系 心理学 心理疾病 ,,,,
双尾检验,,http:////www.baike.com//wiki//%E5%8F%8C%E5%B0%BE%E6%A3%80%E9%AA%8C,心理学 心理学术语 神经科学 ,,,,
双眼复视,"双眼复视（binocular diplopia）是双眼的视线会聚于一点，在此复合点前或后的点均被看成双象（视野单象区除外），闭上一眼时双象消失的现象。在双眼注视点近处的双象，关闭左眼则右眼看到的是左侧的象，关闭右眼则左眼看见右侧的象。反之，在双眼注视点远处的双眼，关闭其中一眼，另一眼看到的是同侧的象。象在注视点的远近，决定一眼在关闭另一眼情况下所见象是交叉还是同侧，因而为深度视觉提供了线索。
",http:////www.baike.com//wiki//%E5%8F%8C%E7%9C%BC%E5%A4%8D%E8%A7%86,医学名词 医药学 心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ,,,,
双眼竞争,"所谓“双眼竞争“，是指给观察者双眼呈现不同图像时，这两个图像会互相竞争，以获得眼球青睐，最终观察者会看到两个图像交替出现。这个过程不受意识控制，这样实验者就能根据参与者在各图像上停留的时间，来确定哪个图像更能抓住大脑的注意力。
",http:////www.baike.com//wiki//%E5%8F%8C%E7%9C%BC%E7%AB%9E%E4%BA%89,心理学 心理学名词 心理学术语 生理学名词 神经科学 ,,,,
双眼视象融合,"双眼视象融合（binocular fusion）是视觉现象。两眼同时观察同一物体时，在各自视网膜上形成该物体的两个象，然后分别经两侧视神经传到皮层视中枢同一区域，而融合成完整、单一物象的知觉经验。一般而言，当两个视野上具有相近或相关的图形、明度或颜色的物象时，容易发生双眼视象融合，否则为双眼竞争。在整个过程中往往是两者交替出现。
",http:////www.baike.com//wiki//%E5%8F%8C%E7%9C%BC%E8%A7%86%E8%B1%A1%E8%9E%8D%E5%90%88,心理学 心理学术语 神经科学 ,,,,
双耳分听,"双耳分听是指心理学实验技术。与“双耳同听“相对。以完全不同的声音信号或某一声音信号的任一参数置于两耳时的收听情况。在日常情况下，某一声音信号经空气传播到达两耳时，其强度、时间或相位总不相同，即总处于双耳分听的条件下，除非头不动，而声源又位于正中矢状面上。双耳分听有助于确定声源的空间方位和距离，有助于在吵闹的环境中有效地排除噪声干扰的双耳掩蔽级差等。
",http:////www.baike.com//wiki//%E5%8F%8C%E8%80%B3%E5%88%86%E5%90%AC,心理学 心理学术语 神经科学 ,,,,
双耳相位差,"双耳相位差（binaural phase difference）是因一个周期性的声波到达两耳的时差而造成的声波在两耳相位上的差异。主要由两耳间的距离差或方位角、声波和频率决定。若两耳的时间差保持在0.25毫秒，与其相对等的相位差则分别是1000赫兹、2000赫兹、3000赫兹和4000赫兹，纯音为90°、180°、270°和36°。
",http:////www.baike.com//wiki//%E5%8F%8C%E8%80%B3%E7%9B%B8%E4%BD%8D%E5%B7%AE,心理学 心理学术语 神经科学 ,,,,
双耳节拍效应,"1839年，一位德国心理学家发现了“双耳节拍“效应。当两只耳朵同时分别接收到频率稍有不同的相同音乐时，收听者会感觉声音是直接从大脑深处发出来的。
",http:////www.baike.com//wiki//%E5%8F%8C%E8%80%B3%E8%8A%82%E6%8B%8D%E6%95%88%E5%BA%94,hot 心理 心理学 ,,,,
双语,"双语是在一个国家或地区里用两种语言上课。这两种语言一种是学生的本族语//母语[汉语词语]，另一种是学生所在地区的通用语言（第二语言）或学生所学习的目的语（外语）。双语教育是通过双语教学去实施的。
",http:////www.baike.com//wiki//%E5%8F%8C%E8%AF%AD,心理学 心理学名词 心理学术语 社会科学 神经科学 科学 语言学 ,Bilingualism,,,
双象,"双象（double image）是在双眼观察视野内的单一物体在感觉上产生复象的现象。如把一只手指和一支铅笔放在鼻子前面，三者成一直线，各距约15厘米～20厘米。当注视近物（手指）时，远物出现不交叉的双象，即左眼的象在左边，右眼的象在右边；当注视远物（铅笔）时，近物出现交叉的双象，即左眼的象在右边，右眼的象在左边。
",http:////www.baike.com//wiki//%E5%8F%8C%E8%B1%A1,二字中国象棋术语 心理学 心理学术语 神经科学 ,,,,
反向移情,"反向移情（countertransference），一译“反移情“。精神分析理论术语。指治疗者在心理分析过程中对患者产生的潜意识情感和态度。会阻碍治疗者对患者临床需要的理解与反应。主要表现为两种情况：（1）治疗者对患者移情的无意反应。如当患者把原本对父母的不满指向治疗者时，治疗者开始会因此而感到沮丧或愤怒。
",http:////www.baike.com//wiki//%E5%8F%8D%E5%90%91%E7%A7%BB%E6%83%85,心理学 心理学术语 神经科学 ,,,,
反安慰剂效应,"反安慰剂效应（拉丁文nocebo解“我将伤害“）可以使用检测安慰剂效应相同的方法检测出来。性质与安慰剂效应完全相反，病人不相信治疗有效，可能会令病情恶化。
",http:////www.baike.com//wiki//%E5%8F%8D%E5%AE%89%E6%85%B0%E5%89%82%E6%95%88%E5%BA%94,医学 应用科学 心理学 生命科学 科学 ,,,,
反射中枢,"反射是指在中枢神经系统参与下的机体对内外环境刺激的规律性应答。当一定的刺激作用于感受器时，使感受器发生兴奋，并以神经冲动的方式经传入神经传向相应的神经中枢，通过中枢的分析与综合，作出一定的反应。如果中枢发生兴奋[汉语词语]，其冲动沿传出神经到达效应器，使效应器发生反应。如果中枢发生抑制，则中枢原有的传出冲动减少或停止。反射活动的途径可简单表示如下：感受器→传入纤维→神经中枢→传出纤维→效应器。如果反射弧中任何一环被中断，反射活动将不能发生。在反射活动过程中，神经中枢的活动是个关键，它决定了反射的性质、形式与强度。
",http:////www.baike.com//wiki//%E5%8F%8D%E5%B0%84%E4%B8%AD%E6%9E%A2,人体 医学 应用科学 心理学 心理学名词 心理学术语 生物 生物化学 神经科学 科学 ,,,,
反应,"反应（reaction）为因为事件所引发的回应[汉语词语]，例如：化学反应；光学反应；反射反应；连锁反应[汉语词语]；作用力和反作用力（action and reaction）核裂变、核聚变等等。
",http:////www.baike.com//wiki//%E5%8F%8D%E5%BA%94,,,,,
反应偏向,,http:////www.baike.com//wiki//%E5%8F%8D%E5%BA%94%E5%81%8F%E5%90%91,心理学 心理学术语 神经学 神经科学 ,,,,
反应变量,"反应变量 ( R Variable) 又称因变量（dependent variable），是函数和统计学中的专业名词，函数关系式Y=f（X）中，Y会随X的变动而变动，Y就称为反应变量（因变量）。也叫函数值。函数关系式中，某些特定的数会随另一个（或另几个）会变动的数的变动而变动，就称为因变量。如：Y=f(X)。此式表示为：Y随X的变化而变化。Y是因变量，X是自变量。另外“因变量“也特指心理实验中的专业名词。
",http:////www.baike.com//wiki//%E5%8F%8D%E5%BA%94%E5%8F%98%E9%87%8F,心理学 心理学术语 神经学 神经科学 ,,,,
反应结构,"反应结构（reaction structure）是指反应过程的成分构成。包括预备期、潜伏期和结束期三个阶段。预备期是指等待信号和准备应答动作这段时间。如体育运动中的起跑，预备期是指从预备信号到执行信号之间的时间。潜伏期是指从执行信号到应答动作开始之间的时间。这时间，运动员虽未有显见动作，但其头脑中已进行着紧张活动。结束期是指从应答动作开始到全部动作完成为止的时间。
",http:////www.baike.com//wiki//%E5%8F%8D%E5%BA%94%E7%BB%93%E6%9E%84,心理学 心理学名词 心理学术语 神经学 神经科学 ,,,,
反弹效应,"反弹效应也叫后抑制反弹效应，是一种心理效应。有时会觉得思维与我们自身好像不是一个整体的。明明想睡觉，但思维却清醒着，不停地回忆童年的往情。对这种无论是相对轻微或者致命严重的心理角力，人们的典型反应是努力去忘记，将它推回我们思想的“背面“，或者将其代表的主题改头换面。在过去二十年的心理学研究发现，违背我们直觉应该做的事情这种方式不仅是错误的做法，而且会使得事情变得更糟糕。
",http:////www.baike.com//wiki//%E5%8F%8D%E5%BC%B9%E6%95%88%E5%BA%94,心理学 社会科学 科学 ,Rebound effect,心理效应,,
反社会性,"反社会性（antisociality）是指违反社会规范的一种心理属性。在个体社会化过程中产生和形成。个体在不良社会化过程中学习反社会的行为规范、价值观念、态度和行为模式的结果。在犯罪行为中的体现。按不同标准，可分为：（1）偶发反社会性与习惯反社会性；（2）轻微反社会性与重大反社会性；（3）未成年人反社会性与成年人反社会性；（4）男性反社会性与女性反社会性；（5）故意反社会性与过失反社会性；（6）初犯反社会性与累犯反社会性。
",http:////www.baike.com//wiki//%E5%8F%8D%E7%A4%BE%E4%BC%9A%E6%80%A7,心理学 心理学术语 神经科学 ,,,,
反馈效应,"反馈原来是物理学中的一个概念，是指把放大器的输出电路中的一部分能量送回输入电路中，以增强或减弱输入讯号的效应。心理学借用这一概念，以说明学习者对自己学习结果的了解，而这种对结果的了解又起到了强化作用，促进了学习者更加努力学习，从而提高学习效率。这一心理现象称做“反馈效应“。反馈效应可以指导企业管理和学习工作，是一个非常重要的管理定理。
",http:////www.baike.com//wiki//%E5%8F%8D%E9%A6%88%E6%95%88%E5%BA%94,企业 心理学 心理学效应 管理学定律 管理定律 经济学 ,,,,
发展与教育心理学,"发展与教育心理学包括发展心理学和教育心理学两个分支，发展与教育心理学学科是心理学的二级学科。主要研究个体心理的发生与发展，以及人类学习与教育，特别是学校教育在促进个体心理发展变化中的心理学问题。
",http:////www.baike.com//wiki//%E5%8F%91%E5%B1%95%E4%B8%8E%E6%95%99%E8%82%B2%E5%BF%83%E7%90%86%E5%AD%A6,心理学 教育学 社会科学 科学 211工程 教育部直属 ,,,,
发展常模,"发展常模又称年龄量表，就是根据不同年龄上各种发展水平的人的平均表现（如智力、技能、感觉运动等方面的发展水平）所制定的量表。
",http:////www.baike.com//wiki//%E5%8F%91%E5%B1%95%E5%B8%B8%E6%A8%A1,心理学 心理学名词 常模 心理测量学 ,,,,
发展水平,"发展水平亦称发展量。动态数列中的每项指标值。它反映社会经济现象在不同时期的规模或水平。正确地计算发展水平是编制动态数列和计算各种动态分析指标的一项重要的基础工作。发展水平一般是指绝对数水平，但也有不少统计学家认为它也可以是相对数水平或平均数水平。根据发展水平在一个动态数列中所处位置的不同，可分为最初水平、中间水平和最末水平。最初水平是动态数列最初一项指标数值;最末水平是动态数列最后一项指标数值，其他各项指数值就是中间水平。在动态分析中，当对比两期发展水平时，所研究的那一时期的发展水平，称为报告期水平或计算期水平;作为对比基础的水平称为基期水平。
",http:////www.baike.com//wiki//%E5%8F%91%E5%B1%95%E6%B0%B4%E5%B9%B3,心理学 心理学名词 心理学术语 环境工程 神经学 神经科学 ,,,,
发展阶段,"发展阶段（developmental stages），皮亚杰术语。指儿童自出生至青春期的智慧发展一般可以划分为几个按不变顺序相继出现的、 有着质的差异的确定时期。在皮亚杰的早期著作中尚未坚持儿童的智慧发展有明确的阶段，到 1936 年发表的《儿童智慧的起源》和 1937 年发表的《儿童现实的构成》两书中，才用一系列的阶段形式来表达观察到的全部材料，以后阶段问题成为研究工作的一个重要课题。
",http:////www.baike.com//wiki//%E5%8F%91%E5%B1%95%E9%98%B6%E6%AE%B5,心理学 心理学名词 心理学术语 神经学 神经科学 ,,,,
发生心理学,"发生心理学，是心理学的一个分支学科。研究人和动物的心理活动系统发生和个体发生的客观规律性。在它看来，心理的系统发生指的是心理在生物机体的进化过程中所发生的变化和发展，在这种场合下心理被理解为进化的产物；心理的个体发生指的是心理在个体的整个生命过程中所发生的变化和发展。这二者是统一的，系统发生制约着个体发生，并且根据生物学规律在个体发生中重复出现。
",http:////www.baike.com//wiki//%E5%8F%91%E7%94%9F%E5%BF%83%E7%90%86%E5%AD%A6,心理学 心理学名词 心理学术语 社会科学 神经学 神经科学 科学 ,,,,
发身期,"发身期亦称青春期，是指个体以第二性征出现为起点并以性成熟为主要特征的时期。个体在身高、体重等身体形态方面经历第二次发育高峰。一般在10岁～20岁期间，其中10岁～14、15岁为青春前期（女性为10岁～13岁、男性为12岁～15岁），15～20岁为青春后期（女性为14岁～18岁，男性为16岁～20岁）。青春前期的特征是个体身体在身高、体重、胸围、肩宽等形态指标上急速成长，女孩快于男孩；第二性征开始出现，但生殖功能尚未完全成熟；性意识开始发展，对性别差异较敏感。女孩在10岁左右各项生理指标的发育都超过同龄男孩，14岁～15岁的男孩又超过同龄女孩。女孩出现月经初潮但不规则也不排卵，男孩开始遗精但初期精液内无精子。青春后期的个体，两性生理发育速度逐渐变缓，男女形态发育的各项指标差距不断扩大，其中男性身体较高、肩部较宽，女性身体丰满、髋部较宽；最明显特征是性基本成熟，第二性征明显，女性性器官和性机能发育完成，男性第二性征也非常明显，性器官接近成熟。
",http:////www.baike.com//wiki//%E5%8F%91%E8%BA%AB%E6%9C%9F,心理学 心理学术语 神经学 神经科学 ,,,,
受虐文化,"一边大呼剧情雷人，一边看得津津乐道，《宫锁心玉》、《美人心计》等热播剧在不断冲击高收视的同时，也成为全民热议话题，其实这种电视剧[一种专为在电视播映的演剧形式]的“边看边骂“，源自网络文学中的“虐心文化“，不管是网帖、网文，还是网络小说改成的电视剧，只要剧情不断让人难受，网友们就说这是“虐人“、“虐得人心肝肝儿直疼“。一边看剧情里虐人，一边自己也被狗血剧情虐待着。
",http:////www.baike.com//wiki//%E5%8F%97%E8%99%90%E6%96%87%E5%8C%96,2011年5月In词 心理学 文化 ,,,,
受虐癖,"受虐癖，也就是自己遭受鞭打、捆绑、羞辱或受到其他虐待可以得到性兴奋或乐趣的人。受虐癖属于性变态范畴，它是通过自行或被人鞭打、扭捏等达到一种心理的满足。矫正受虐癖变态性行为要进行综合治疗。
",http:////www.baike.com//wiki//%E5%8F%97%E8%99%90%E7%99%96,医学名词 心理学 心理学名词 心理学术语 性欲倒错 法医学 社会科学 神经科学 科学 ,,,,
口吃,"口吃（俗称“结巴“、“磕巴“）是一种言语障碍，表现为言语频繁地与正常流利的人在频率和强度上不同、且非自愿的重复（语音，音节，单词或短语）、停顿、拖长打断。它也包括言语前的反常犹豫或停顿（被口吃者称为“语塞“）和某些语音的拖长（通常为元音）。口吃的许多表现不能被他人观察到；这包括对特定音素（通常为辅音）、字和词的恐惧，对特定情景的恐惧，焦虑，紧张，害羞和言语中“失控“的感觉。它牵涉到遗传、神经生理发育、家庭和社会等诸多方面，是非常复杂的语言失调症。
对于口吃问题的原因和症状，人们取得了很大的共识。但是，对于口吃矫正方法，人们却没有统一的共识，因为迄今为止，人们还没有找到行之有效的矫正口吃的方法。口吃的矫正，虽然还处在探索阶段，但是也诞生了许多有一定效果的矫正方法，其中影响力比较大的是发音法、呼吸法、森田疗法、突破法、药物治疗方法。治疗效果与治疗口吃的一些因素和矫正态度，矫正观点，矫正中的所作所为有关系并产生影响。这些因素包括了会对矫正过程产生实质影响的方面，例如，人的感觉、情绪、压力、注意力分散、获得他人帮助、动机等等。
",http:////www.baike.com//wiki//%E5%8F%A3%E5%90%83,,,,,
口红心理学,"口红心理学，是指英国的一项调查发现，从心理学上判断，从一个女人的口红颜色就能了解她的性格。
",http:////www.baike.com//wiki//%E5%8F%A3%E7%BA%A2%E5%BF%83%E7%90%86%E5%AD%A6,2011年9月IN词 心理学 理论 ,,,,
口语记录,"口语记录是被试对自己心理活动所作的口头报告。实验时把这种报告记录下来，可用来分析被试的心理活动。
",http:////www.baike.com//wiki//%E5%8F%A3%E8%AF%AD%E8%AE%B0%E5%BD%95,心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ,,,,
古德曼定律,"沉默可以调节说话和听讲的节奏。沉默在谈话中的作用，就相当于零在数学中的作用。尽管是“零“，却很关键。没有沉默，一切交流都无法进行。这个理论总结为“古德曼定律“，也称作“沉默定律“。
",http:////www.baike.com//wiki//%E5%8F%A4%E5%BE%B7%E6%9B%BC%E5%AE%9A%E5%BE%8B,心理学 法则 ,,,,
古烈治效应,"心理学家把雄性的见异思迁倾向称为“古烈治效应“，后来它就成了男人见异思迁、喜新厌旧[汉语成语]（或淡旧）的著名心理学效应了。
其说明了男女思维的差异，男女都有自己思考问题的角度。
",http:////www.baike.com//wiki//%E5%8F%A4%E7%83%88%E6%B2%BB%E6%95%88%E5%BA%94,应用科学 心理学 效应 科学 ,,,,
可加性,"(CostSubadditivity)成本次可加性也可称为成本部分可加性或成本劣可加性。 范围经济的关系另两个与成本次可加性相类似的概念是规模经济(Econ 规模经济和范围经济是成本次可加性的特殊情况，是自然垄断产生的充分条件，但不是必要条件。
",http:////www.baike.com//wiki//%E5%8F%AF%E5%8A%A0%E6%80%A7,应用科学 循证医学 心理学 心理学术语 术语 神经科学 科学 统计学术语 ,,,,
可懂度,"听者能听懂通过一定传声系统传递的言语信号的百分率。例如给听者听100个单词,听对了50个，其可懂度就是50％。 进行言语可懂度实验的一项基本工作是编制测试材料。
",http:////www.baike.com//wiki//%E5%8F%AF%E6%87%82%E5%BA%A6,心理学 心理学名词 心理学术语 电子 电子学名词 电子术语 社会科学 神经科学 科学 铁道科技名词 ,,,,
吃醋,"吃醋是一个汉语词汇，拼音是chī cù。亦作“喫醋“。比喻产生嫉妒情绪。多指男女关系方面。
吃醋是妒忌的同义词和比喻语，据传这个典故出自唐朝的宫庭里，唐太宗为了笼络人心，要为当朝宰相房玄龄纳妾，大臣之妻出于嫉妒，横加干涉，就是不让。太宗无奈，只得令大臣之妻在喝毒酒和纳小妾之中选择其一。没想到房夫人确有几分刚烈，宁愿一死也不在皇帝面前低头。于是端起那杯“毒酒“一饮而尽。当房夫人含泪喝完后，才发现杯中不是毒酒，而是带有甜酸香味的浓醋。从此便把“嫉妒“和“吃醋“融合起来，“吃醋“便成了嫉妒的比喻语。
",http:////www.baike.com//wiki//%E5%90%83%E9%86%8B,,,,,
同事距离,"同事距离是办公室中同事之间相处的恰当关系，与同事相处需要遵循真诚、友好等原则，并适度保持同事间的距离，分清工作伙伴与友情的关系，因此同事距离不仅是物理问题，也是心理和社会问题。
",http:////www.baike.com//wiki//%E5%90%8C%E4%BA%8B%E8%B7%9D%E7%A6%BB,心理学 心理学术语 热点 同事 ,,,,
同体效应,"同体效应。也称自己人效应。是指把教师归于同一类型的人，是知心朋友。学生对“自己人“的话更信赖，更易于接受。同体效应的合理运用，能缩短师生间的心理距离，引起师生情感上的共鸣。
",http:////www.baike.com//wiki//%E5%90%8C%E4%BD%93%E6%95%88%E5%BA%94,心理学 效应 自己人效应 ,,,,
同型论,"格式塔心理学认为心理现象是完整的格式塔，是完形，不能被人为的区分为元素。惠太海默认为感觉元素不是自然而然观察到的现象，而是人为的抽象的产物。格式塔心理学家认为，自然而然经验到的现象都自成一个格式塔，这个格式塔是一个通体相关的有组织的整体，它不是部分之和，而部分也不含有整体的特性。格式塔不仅是一个有组织的整体，并且本身含有一定的意义，可以不受以前经验的影响。格式塔心理学家认为，物理现象和生理现象都有同样格式塔的性质，因而它们都是同型的。既然物理现象与心理现象、生理现象与心理现象是同型的，那么它们之间就有着相对等的关系。
",http:////www.baike.com//wiki//%E5%90%8C%E5%9E%8B%E8%AE%BA,心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ,,,,
同性恋恐惧症,"同性恋恐惧症又称恐同症（英文homophobia和homophobic），是指对同性性行为和同性恋者的非理智性恐惧。虽然这个词来源于心理学，但是对同性恋的恐惧不是一种精神病的术语。与广场恐惧和其它一些恐惧症不同，虽然美国精神[（美） H.S.康马杰著 美国精神]联合会和美国心理联合会仍然对这个现象进行研究，但是临床上的同性恋恐惧症是不存在的。
",http:////www.baike.com//wiki//%E5%90%8C%E6%80%A7%E6%81%8B%E6%81%90%E6%83%A7%E7%97%87,IN词 健康 心理学 生活 恐怖症 ,,,,
同时对比,"同时对比是发生在同一时间、同一视域之内的色彩对比，在这种情况下，色彩的比较、衬托、排斥与影响作用是相互依存的。
",http:////www.baike.com//wiki//%E5%90%8C%E6%97%B6%E5%AF%B9%E6%AF%94,心理学 心理学术语 神经科学 ,,,,
名人效应,"名人效应，是名人的出现所达成的引人注意、强化事物、扩大影响的效应，或人们模仿名人的心理现象的统称。名人效应已经在生活中的方方面面产生深远影响，比如名人代言广告能够刺激消费，名人出席慈善活动能够带动社会关怀弱者等等。简单的说名人效应相当于一种品牌效应，它可以带动人群，它的效应可以如同疯狂的追星族[崇拜某些明星的一些人或群体]那么强大。
",http:////www.baike.com//wiki//%E5%90%8D%E4%BA%BA%E6%95%88%E5%BA%94,商业 广告 心理学 心理学效应 明星 理论 生活 管理 管理学 管理学定律 管理定律 经济 经济理论 释一刀 ,The celebrity effect,,,
吞咽恐惧症,"恐惧症，是以恐惧症状为主要临床表现的一种神经症。患者对某些特定的对象产生强烈和不必要的恐惧，伴有回避行为。吞咽恐惧症(Phagophobia)是科学家盘点的10类怪异心理疾患之一。
",http:////www.baike.com//wiki//%E5%90%9E%E5%92%BD%E6%81%90%E6%83%A7%E7%97%87,心理学 疾病 恐惧症 ,,,,
否认,"“意义的呼声“ 的一种，用简单的呼声来表示否认的意思。英语：1. to declare to be untrue 2. to deny，意思为不承认，示例：1.矢口否认。2.否认事实。
",http:////www.baike.com//wiki//%E5%90%A6%E8%AE%A4,,,,,
听力计,"听力计是测定个体对各种频率感受性大小的仪器。
",http:////www.baike.com//wiki//%E5%90%AC%E5%8A%9B%E8%AE%A1,医学术语 基本物理概念 应用科学 心理学 心理学名词 心理学术语 物理化学 物理学 生理学名词 神经科学 科学 科学名词 语言学 丹麦医疗器械 进口医疗器械 ,,,,
听神经,"听神经病（AN）是近年来逐渐为人们所认识的一种有特殊临床表现的听力损失，其诊断处理皆有别于一般的感觉神经性耳聋。
",http:////www.baike.com//wiki//%E5%90%AC%E7%A5%9E%E7%BB%8F,医学术语 应用科学 心理学 心理学名词 心理学术语 物理化学 神经科学 科学 ,,,,
听觉中枢,"人们之所以能听到声音、现解言语，是依赖于整个听觉通路的完整性，它包括外耳、中耳、内耳、听神经及听觉中枢，听觉中枢是指位于听神经以上的脑干和大脑半球中的听觉结构。
",http:////www.baike.com//wiki//%E5%90%AC%E8%A7%89%E4%B8%AD%E6%9E%A2,人体 心理学 心理学名词 心理学术语 社会科学 神经科学 科学 大脑 感觉 ,,,,
听觉区,"听觉区位于颞横回，接受来自内侧膝状体发出的传导两耳听觉信息的听辐射纤维，故一侧受损，可引起双侧听力下降，但不会全聋。
",http:////www.baike.com//wiki//%E5%90%AC%E8%A7%89%E5%8C%BA,心理学 心理学名词 心理学术语 社会科学 神经科学 科学 解剖 神经系统 ,,,,
听觉失认症,"听觉失认症是一种知觉障碍，不是因该感觉系统的损伤，而是由高层次脑中枢间的联络障碍所致。从而证明知觉是许多脑结构和多种脑中枢共同活动的结果。即使是以其中一种感觉系统为主的知觉，无论是视知觉、听知觉还是躯体知觉，也是这些感觉系统与注意、记忆、语言中枢共同活动的产物。
",http:////www.baike.com//wiki//%E5%90%AC%E8%A7%89%E5%A4%B1%E8%AE%A4%E7%97%87,医学名词 心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ,,,,
听觉掩蔽,"听觉掩蔽，是指两个声音同时呈现，对1个声音的听觉因受另一个声音的影响而减弱的现象。
",http:////www.baike.com//wiki//%E5%90%AC%E8%A7%89%E6%8E%A9%E8%94%BD,基本物理概念 心理学 心理学名词 心理学术语 物理化学 物理学 生物物理学名词 神经科学 科学 科学名词 自然科学 ,,,,
听觉理论,"声波作用于听觉器官，使其感受细胞兴奋并引起听神经的冲动发放传入信息，经各级听觉中枢分析后引起的感觉[汉语词语]。
",http:////www.baike.com//wiki//%E5%90%AC%E8%A7%89%E7%90%86%E8%AE%BA,心理学 心理学名词 心理学术语 社会科学 神经科学 科学 ,,解释听觉现象及其机制的各种学说,,
听觉记忆,,http:////www.baike.com//wiki//%E5%90%AC%E8%A7%89%E8%AE%B0%E5%BF%86,心理学 心理学术语 神经科学 ,,,,
听觉适应,"听觉适应，强噪声下暴露时间短，听阈提高10dB以上，离开噪声环境数分钟即可恢复。
",http:////www.baike.com//wiki//%E5%90%AC%E8%A7%89%E9%80%82%E5%BA%94,心理学 心理学名词 心理学术语 生理学名词 社会科学 神经科学 科学 ,,,,
